"Index","MTH.Open","MTH.High","MTH.Low","MTH.Close","MTH.Volume","MTH.Adjusted"
"2015-10-13",19.9200000762939,20.5799999237061,19.7299995422363,19.7800006866455,869200,18.8111190795898
"2015-10-14",19.7350006103516,19.8250007629395,18.9850006103516,19.1800003051758,1121200,18.2405071258545
"2015-10-15",19.2700004577637,19.6749992370605,19.0300006866455,19.6450004577637,664000,18.6827297210693
"2015-10-16",19.6949996948242,19.9349994659424,19.3700008392334,19.7749996185303,689600,18.8063640594482
"2015-10-19",19.7199993133545,20.2450008392334,19.6499996185303,20.1149997711182,743400,19.1297054290771
"2015-10-20",20.1149997711182,20.6000003814697,20.1149997711182,20.3600006103516,491400,19.3627109527588
"2015-10-21",20.4200000762939,20.6650009155273,20,20.3600006103516,638600,19.3627109527588
"2015-10-22",20.2999992370605,20.2999992370605,19.6000003814697,19.9699993133545,761600,18.9918098449707
"2015-10-23",20.0750007629395,20.3299999237061,19.6450004577637,20.1949996948242,741600,19.20578956604
"2015-10-26",20.1550006866455,20.3250007629395,19.6949996948242,20.2350006103516,914600,19.2438297271729
"2015-10-27",20.1149997711182,20.1149997711182,19.0599994659424,19.3549995422363,1345600,18.4069366455078
"2015-10-28",19.3950004577637,19.8400001525879,18.8850002288818,19.6299991607666,1592800,18.6684608459473
"2015-10-29",18.3850002288818,18.8700008392334,17.6800003051758,17.7250003814697,2530000,16.8567790985107
"2015-10-30",17.4449996948242,18.1350002288818,17.0650005340576,17.6299991607666,2571200,16.766429901123
"2015-11-02",17.5900001525879,17.8899993896484,17.5100002288818,17.5799999237061,1443800,16.7188816070557
"2015-11-03",17.5100002288818,18.0499992370605,17.1800003051758,17.9449996948242,1527400,17.0660018920898
"2015-11-04",18.0049991607666,18.2150001525879,17.7199993133545,17.9050006866455,820000,17.027961730957
"2015-11-05",17.9599990844727,17.9599990844727,17.5,17.7049999237061,890200,16.8377571105957
"2015-11-06",17.5849990844727,17.75,17.25,17.5550003051758,888200,16.695104598999
"2015-11-09",17.6100006103516,17.7350006103516,16.8700008392334,17.1499996185303,686000,16.3099422454834
"2015-11-10",17.1599998474121,17.7250003814697,17.0699996948242,17.6550006866455,897400,16.7902088165283
"2015-11-11",17.6749992370605,18.3250007629395,17.6049995422363,18.1900005340576,973400,17.298999786377
"2015-11-12",17.9799995422363,17.9899997711182,17.4549999237061,17.4850006103516,848600,16.628532409668
"2015-11-13",17.4549999237061,17.625,17.0750007629395,17.0949993133545,1093800,16.2576370239258
"2015-11-16",17.0499992370605,17.4899997711182,16.8999996185303,17.4599990844727,1146600,16.60475730896
"2015-11-17",17.0499992370605,17.8999996185303,17.0499992370605,17.4650001525879,768400,16.6095123291016
"2015-11-18",17.3999996185303,17.7000007629395,17.3349990844727,17.6650009155273,845400,16.7997169494629
"2015-11-19",17.6849994659424,17.7999992370605,17.5599994659424,17.7000007629395,922200,16.8330039978027
"2015-11-20",17.8449993133545,18.0249996185303,17.7000007629395,17.9950008392334,570600,17.1135540008545
"2015-11-23",17.9300003051758,18.3449993133545,17.8950004577637,18.0949993133545,527600,17.2086582183838
"2015-11-24",18.0149993896484,18.4300003051758,17.9099998474121,18.3850002288818,433800,17.4844512939453
"2015-11-25",18.4500007629395,18.8400001525879,18.3500003814697,18.8099994659424,501000,17.8886299133301
"2015-11-27",18.7950000762939,18.8799991607666,18.6399993896484,18.6949996948242,190600,17.7792644500732
"2015-11-30",18.7800006866455,18.7950000762939,18.5249996185303,18.6550006866455,738800,17.7412223815918
"2015-12-01",18.6949996948242,19.0799999237061,18.5900001525879,18.9850006103516,577400,18.055061340332
"2015-12-02",18.9850006103516,18.9850006103516,18.2900009155273,18.3950004577637,794000,17.4939594268799
"2015-12-03",18.4300003051758,18.75,18.0300006866455,18.1749992370605,712000,17.2847347259521
"2015-12-04",18.2649993896484,18.6800003051758,18.1000003814697,18.5750007629395,467000,17.6651401519775
"2015-12-07",18.4699993133545,18.6299991607666,18.2700004577637,18.4950008392334,538800,17.5890598297119
"2015-12-08",18.1599998474121,18.4449996948242,17.8549995422363,17.9150009155273,492000,17.0374717712402
"2015-12-09",17.7800006866455,17.9500007629395,16.8999996185303,17.0400009155273,1378800,16.2053337097168
